,doublet
64_118_081__s47,0.0
64_129_136__s47,0.0
64_129_156__s47,0.0
64_130_022__s47,0.0
64_130_082__s47,0.0
64_130_100__s47,0.0
64_130_130__s47,0.0
64_130_181__s47,0.0
64_130_188__s47,0.0
64_141_025__s47,0.0
64_141_156__s47,0.0
64_142_124__s47,0.0
64_142_134__s47,0.0
64_153_059__s47,0.0
64_153_081__s47,0.0
64_165_103__s47,0.0
64_165_190__s47,0.0
64_166_116__s47,0.0
64_177_045__s47,0.0
64_177_118__s47,1.0
64_178_074__s47,0.0
64_189_034__s47,0.0
64_189_041__s47,0.0
64_189_135__s47,0.0
64_189_161__s47,0.0
64_189_170__s47,0.0
64_190_163__s47,0.0
63_105_075__s47,0.0
63_105_087__s47,0.0
63_105_145__s47,0.0
63_106_029__s47,0.0
63_106_123__s47,0.0
63_106_152__s47,0.0
63_117_007__s47,0.0
63_117_009__s47,0.0
63_117_023__s47,0.0
63_117_026__s47,0.0
63_117_037__s47,0.0
63_117_105__s47,1.0
63_117_151__s47,1.0
63_117_191__s47,0.0
63_129_068__s47,0.0
63_129_121__s47,0.0
63_129_151__s47,0.0
63_130_070__s47,0.0
63_130_110__s47,0.0
63_130_154__s47,1.0
63_142_028__s47,0.0
63_153_015__s47,1.0
63_153_067__s47,0.0
63_153_160__s47,0.0
63_165_098__s47,0.0
63_165_143__s47,0.0
63_165_156__s47,0.0
63_165_174__s47,0.0
63_166_020__s47,0.0
63_166_025__s47,0.0
63_166_082__s47,0.0
63_166_095__s47,0.0
63_177_026__s47,0.0
63_177_066__s47,1.0
63_177_079__s47,0.0
63_178_043__s47,0.0
63_178_128__s47,0.0
63_178_132__s47,0.0
63_178_137__s47,0.0
63_178_165__s47,0.0
63_189_008__s47,0.0
63_189_102__s47,0.0
63_190_001__s47,0.0
63_190_059__s47,0.0
63_190_088__s47,1.0
63_190_108__s47,0.0
63_190_145__s47,0.0
63_190_179__s47,0.0
45_105_035__s47,0.0
45_105_098__s47,0.0
45_106_028__s47,0.0
45_106_166__s47,0.0
45_106_190__s47,1.0
45_117_012__s47,0.0
45_117_065__s47,1.0
45_117_117__s47,0.0
45_117_156__s47,0.0
45_117_173__s47,0.0
45_118_146__s47,0.0
45_129_068__s47,0.0
45_129_178__s47,0.0
45_129_190__s47,0.0
45_130_005__s47,0.0
45_130_066__s47,0.0
45_130_112__s47,0.0
45_141_122__s47,0.0
45_141_174__s47,0.0
45_142_104__s47,0.0
45_142_133__s47,0.0
45_142_150__s47,0.0
45_142_180__s47,0.0
45_153_017__s47,0.0
45_153_110__s47,0.0
45_153_170__s47,0.0
45_154_035__s47,0.0
45_154_065__s47,0.0
45_154_129__s47,1.0
45_154_137__s47,0.0
45_165_071__s47,0.0
45_165_098__s47,0.0
45_165_148__s47,0.0
45_166_122__s47,0.0
45_177_005__s47,1.0
45_178_054__s47,0.0
45_190_092__s47,0.0
45_190_161__s47,0.0
90_105_025__s47,0.0
90_105_028__s47,0.0
90_105_041__s47,0.0
90_105_065__s47,0.0
90_105_091__s47,0.0
90_105_169__s47,0.0
90_106_004__s47,0.0
90_106_022__s47,1.0
90_106_023__s47,0.0
90_117_030__s47,0.0
90_117_037__s47,0.0
90_117_057__s47,0.0
90_117_098__s47,0.0
90_117_162__s47,0.0
90_118_110__s47,0.0
90_129_020__s47,0.0
90_129_173__s47,0.0
90_130_155__s47,0.0
90_130_188__s47,0.0
90_142_042__s47,0.0
90_142_166__s47,0.0
90_153_001__s47,1.0
90_153_114__s47,0.0
90_153_161__s47,0.0
90_153_182__s47,0.0
90_154_111__s47,0.0
90_154_162__s47,0.0
90_154_180__s47,0.0
90_165_095__s47,0.0
90_165_175__s47,0.0
90_166_028__s47,0.0
90_166_109__s47,0.0
90_166_112__s47,0.0
90_166_156__s47,0.0
90_166_163__s47,0.0
90_166_169__s47,0.0
90_166_174__s47,0.0
90_166_186__s47,0.0
90_177_009__s47,1.0
90_177_045__s47,1.0
90_177_071__s47,1.0
90_177_148__s47,1.0
90_177_162__s47,1.0
90_178_004__s47,0.0
90_178_144__s47,0.0
90_189_007__s47,0.0
90_189_081__s47,0.0
90_189_184__s47,0.0
90_189_190__s47,0.0
90_190_042__s47,1.0
86_105_072__s47,0.0
86_105_097__s47,0.0
86_105_104__s47,0.0
86_106_124__s47,0.0
86_106_161__s47,0.0
86_117_139__s47,0.0
86_118_030__s47,1.0
86_130_023__s47,0.0
86_130_173__s47,0.0
86_141_185__s47,0.0
86_142_007__s47,1.0
86_142_127__s47,0.0
86_153_149__s47,0.0
86_154_030__s47,0.0
86_154_174__s47,0.0
86_165_081__s47,0.0
86_165_116__s47,0.0
86_166_089__s47,0.0
86_166_117__s47,0.0
86_166_135__s47,0.0
86_166_181__s47,0.0
86_177_010__s47,0.0
86_177_012__s47,0.0
86_177_114__s47,0.0
86_178_111__s47,1.0
86_189_031__s47,0.0
86_189_096__s47,0.0
86_189_102__s47,0.0
86_189_182__s47,0.0
86_190_091__s47,0.0
50_105_001__s47,0.0
50_106_014__s47,1.0
50_106_155__s47,0.0
50_117_025__s47,0.0
50_117_047__s47,0.0
50_118_063__s47,0.0
50_118_183__s47,1.0
50_118_184__s47,0.0
50_129_034__s47,0.0
50_129_070__s47,0.0
50_129_153__s47,0.0
50_130_061__s47,1.0
50_141_002__s47,0.0
50_141_052__s47,0.0
50_141_072__s47,0.0
50_141_175__s47,0.0
50_142_015__s47,0.0
50_142_123__s47,0.0
50_142_150__s47,0.0
50_153_030__s47,0.0
50_153_032__s47,1.0
50_153_051__s47,0.0
50_153_063__s47,0.0
50_153_071__s47,0.0
50_154_013__s47,0.0
50_165_034__s47,0.0
50_166_003__s47,0.0
50_166_092__s47,0.0
50_166_128__s47,0.0
50_177_018__s47,1.0
50_177_068__s47,1.0
50_177_101__s47,0.0
50_177_103__s47,0.0
50_177_179__s47,1.0
50_189_175__s47,0.0
50_190_039__s47,1.0
50_190_071__s47,0.0
50_190_132__s47,0.0
50_190_172__s47,0.0
76_105_084__s47,0.0
76_105_153__s47,0.0
76_105_157__s47,0.0
76_106_114__s47,1.0
76_117_022__s47,0.0
76_118_103__s47,0.0
76_118_165__s47,0.0
76_129_005__s47,0.0
76_129_007__s47,0.0
76_129_029__s47,0.0
76_129_041__s47,0.0
76_129_111__s47,0.0
76_129_123__s47,0.0
76_129_142__s47,0.0
76_129_158__s47,0.0
76_130_052__s47,0.0
76_141_071__s47,0.0
76_141_152__s47,0.0
76_142_006__s47,0.0
76_142_124__s47,0.0
76_142_155__s47,0.0
76_153_024__s47,0.0
76_153_090__s47,0.0
76_153_161__s47,0.0
76_153_168__s47,0.0
76_165_020__s47,0.0
76_165_092__s47,0.0
76_165_157__s47,0.0
76_165_164__s47,0.0
76_166_071__s47,0.0
76_166_111__s47,0.0
76_166_139__s47,0.0
76_177_041__s47,0.0
76_177_065__s47,0.0
76_178_058__s47,0.0
76_178_152__s47,0.0
76_178_175__s47,0.0
76_189_006__s47,0.0
76_189_046__s47,0.0
76_189_143__s47,0.0
76_190_004__s47,0.0
73_105_011__s47,0.0
73_105_040__s47,0.0
73_105_047__s47,0.0
73_105_049__s47,0.0
73_105_067__s47,0.0
73_105_096__s47,0.0
73_105_182__s47,0.0
73_106_052__s47,0.0
73_106_080__s47,0.0
73_106_105__s47,0.0
73_106_118__s47,1.0
73_117_079__s47,1.0
73_117_151__s47,0.0
73_117_160__s47,0.0
73_118_037__s47,0.0
73_118_163__s47,0.0
73_129_043__s47,0.0
73_129_044__s47,0.0
73_129_099__s47,0.0
73_129_108__s47,0.0
73_129_114__s47,0.0
73_129_184__s47,0.0
73_130_019__s47,0.0
73_130_068__s47,0.0
73_130_073__s47,0.0
73_141_051__s47,0.0
73_141_062__s47,0.0
73_141_141__s47,0.0
73_141_159__s47,0.0
73_141_172__s47,0.0
73_142_035__s47,0.0
73_153_047__s47,0.0
73_153_074__s47,0.0
73_153_082__s47,0.0
73_153_151__s47,0.0
73_153_184__s47,0.0
73_154_023__s47,0.0
73_154_041__s47,0.0
73_154_079__s47,0.0
73_154_080__s47,0.0
73_154_156__s47,0.0
73_165_020__s47,0.0
73_165_046__s47,0.0
73_165_080__s47,0.0
73_165_110__s47,0.0
73_165_137__s47,0.0
73_166_015__s47,0.0
73_166_026__s47,0.0
73_166_041__s47,0.0
73_166_067__s47,0.0
73_166_083__s47,0.0
73_166_133__s47,0.0
73_177_161__s47,0.0
73_177_182__s47,0.0
73_178_008__s47,0.0
73_178_022__s47,0.0
73_178_023__s47,0.0
73_178_107__s47,0.0
73_178_155__s47,0.0
73_178_165__s47,0.0
73_189_086__s47,0.0
73_189_167__s47,0.0
73_189_169__s47,0.0
73_189_181__s47,0.0
73_190_055__s47,0.0
73_190_069__s47,0.0
73_190_088__s47,0.0
73_190_127__s47,0.0
44_105_093__s47,0.0
44_117_061__s47,0.0
44_117_131__s47,0.0
44_129_036__s47,0.0
44_129_066__s47,0.0
44_129_121__s47,0.0
44_130_117__s47,0.0
44_142_023__s47,0.0
44_153_152__s47,0.0
44_153_155__s47,0.0
44_153_170__s47,0.0
44_154_168__s47,0.0
44_154_183__s47,0.0
44_165_021__s47,0.0
44_165_032__s47,0.0
44_165_081__s47,0.0
44_166_007__s47,0.0
44_166_038__s47,0.0
44_177_133__s47,1.0
44_177_146__s47,1.0
44_177_169__s47,1.0
44_178_010__s47,0.0
44_178_054__s47,0.0
44_178_184__s47,0.0
44_189_018__s47,0.0
44_189_089__s47,0.0
44_189_148__s47,0.0
44_189_172__s47,0.0
44_190_079__s47,0.0
44_190_093__s47,0.0
44_190_110__s47,1.0
44_190_176__s47,0.0
09_105_050__s47,0.0
09_105_093__s47,0.0
09_106_057__s47,0.0
09_106_079__s47,0.0
09_106_142__s47,0.0
09_106_167__s47,0.0
09_118_085__s47,0.0
09_118_141__s47,0.0
09_118_171__s47,0.0
09_129_149__s47,0.0
09_129_167__s47,0.0
09_130_031__s47,0.0
09_141_126__s47,0.0
09_141_168__s47,0.0
09_142_166__s47,0.0
09_142_179__s47,0.0
09_153_168__s47,0.0
09_154_048__s47,0.0
09_154_123__s47,0.0
09_165_025__s47,1.0
09_165_135__s47,0.0
09_166_014__s47,0.0
09_166_049__s47,0.0
09_166_106__s47,0.0
09_166_130__s47,0.0
09_166_131__s47,0.0
09_177_050__s47,1.0
09_177_152__s47,0.0
09_178_012__s47,0.0
09_178_028__s47,0.0
09_178_117__s47,0.0
09_189_013__s47,0.0
09_189_057__s47,0.0
09_189_072__s47,0.0
09_189_094__s47,0.0
09_190_015__s47,0.0
09_190_123__s47,0.0
46_105_023__s47,0.0
46_105_042__s47,0.0
46_105_056__s47,0.0
46_105_087__s47,0.0
46_105_101__s47,0.0
46_105_121__s47,0.0
46_105_144__s47,0.0
46_105_156__s47,0.0
46_105_186__s47,0.0
46_106_153__s47,1.0
46_106_191__s47,1.0
46_117_004__s47,0.0
46_117_036__s47,0.0
46_117_157__s47,0.0
46_118_059__s47,0.0
46_118_125__s47,0.0
46_118_186__s47,0.0
46_129_058__s47,0.0
46_129_182__s47,0.0
46_130_045__s47,0.0
46_141_096__s47,0.0
46_141_106__s47,0.0
46_141_113__s47,0.0
46_141_119__s47,0.0
46_142_103__s47,0.0
46_142_126__s47,0.0
46_142_168__s47,0.0
46_153_187__s47,0.0
46_154_161__s47,0.0
46_165_038__s47,0.0
46_165_095__s47,0.0
46_165_141__s47,0.0
46_165_166__s47,0.0
46_166_096__s47,0.0
46_166_142__s47,0.0
46_177_011__s47,0.0
46_177_108__s47,0.0
46_178_024__s47,0.0
46_178_039__s47,0.0
46_178_089__s47,0.0
46_178_123__s47,0.0
46_178_133__s47,0.0
46_189_051__s47,0.0
46_189_058__s47,0.0
46_189_108__s47,0.0
46_189_121__s47,0.0
46_190_034__s47,1.0
46_190_085__s47,0.0
46_190_123__s47,0.0
46_190_186__s47,0.0
61_105_080__s47,0.0
61_105_153__s47,0.0
61_105_187__s47,0.0
61_106_018__s47,0.0
61_106_032__s47,0.0
61_106_101__s47,1.0
61_106_177__s47,0.0
61_117_167__s47,0.0
61_129_010__s47,0.0
61_129_120__s47,0.0
61_129_121__s47,0.0
61_129_151__s47,0.0
61_141_036__s47,0.0
61_141_054__s47,1.0
61_141_120__s47,0.0
61_141_132__s47,0.0
61_141_188__s47,0.0
61_142_073__s47,0.0
61_142_082__s47,0.0
61_153_017__s47,0.0
61_153_090__s47,0.0
61_153_099__s47,1.0
61_153_111__s47,0.0
61_153_112__s47,0.0
61_153_115__s47,0.0
61_153_145__s47,0.0
61_153_173__s47,0.0
61_153_174__s47,0.0
61_153_178__s47,0.0
61_154_015__s47,0.0
61_154_019__s47,0.0
61_154_077__s47,0.0
61_165_018__s47,0.0
61_165_049__s47,0.0
61_165_086__s47,0.0
61_165_105__s47,0.0
61_165_147__s47,0.0
61_177_096__s47,0.0
61_178_046__s47,0.0
61_178_075__s47,0.0
61_178_101__s47,0.0
61_178_114__s47,0.0
61_178_136__s47,0.0
61_178_155__s47,0.0
61_189_041__s47,0.0
61_189_073__s47,0.0
61_189_102__s47,0.0
61_189_114__s47,0.0
61_190_020__s47,0.0
61_190_021__s47,1.0
61_190_050__s47,0.0
61_190_054__s47,0.0
89_105_029__s48,0.0
89_105_049__s48,0.0
89_105_073__s48,0.0
89_105_078__s48,0.0
89_105_131__s48,0.0
89_106_170__s48,0.0
89_117_067__s48,0.0
89_117_084__s48,0.0
89_117_178__s48,0.0
89_118_131__s48,0.0
89_118_164__s48,0.0
89_129_009__s48,0.0
89_129_022__s48,0.0
89_129_053__s48,0.0
89_129_081__s48,0.0
89_130_138__s48,1.0
89_141_003__s48,0.0
89_141_021__s48,0.0
89_141_064__s48,0.0
89_141_070__s48,0.0
89_141_084__s48,0.0
89_141_125__s48,0.0
89_141_186__s48,0.0
89_142_045__s48,0.0
89_153_051__s48,0.0
89_153_062__s48,1.0
89_153_068__s48,0.0
89_153_110__s48,0.0
89_153_172__s48,0.0
89_154_016__s48,0.0
89_154_115__s48,0.0
89_165_036__s48,0.0
89_165_051__s48,0.0
89_165_163__s48,0.0
89_165_172__s48,1.0
89_166_051__s48,0.0
89_166_054__s48,0.0
89_166_152__s48,0.0
89_177_106__s48,0.0
89_177_185__s48,0.0
89_178_038__s48,0.0
89_178_090__s48,0.0
89_189_098__s48,0.0
89_189_115__s48,0.0
89_190_042__s48,0.0
89_190_070__s48,1.0
89_190_124__s48,0.0
66_105_055__s48,0.0
66_105_119__s48,0.0
66_105_177__s48,0.0
66_106_177__s48,1.0
66_117_060__s48,0.0
66_118_029__s48,0.0
66_118_050__s48,0.0
66_118_065__s48,0.0
66_118_168__s48,0.0
66_129_073__s48,0.0
66_129_075__s48,0.0
66_130_015__s48,0.0
66_130_018__s48,0.0
66_130_036__s48,0.0
66_130_076__s48,0.0
66_130_118__s48,0.0
66_130_127__s48,0.0
66_130_182__s48,0.0
66_141_004__s48,1.0
66_141_109__s48,0.0
66_142_019__s48,0.0
66_142_111__s48,0.0
66_142_131__s48,0.0
66_153_037__s48,0.0
66_153_051__s48,0.0
66_153_075__s48,0.0
66_153_095__s48,0.0
66_153_116__s48,0.0
66_153_159__s48,0.0
66_153_190__s48,0.0
66_165_007__s48,0.0
66_165_109__s48,0.0
66_165_124__s48,0.0
66_165_183__s48,0.0
66_166_060__s48,0.0
66_166_119__s48,0.0
66_166_150__s48,0.0
66_177_067__s48,0.0
66_177_156__s48,0.0
66_177_174__s48,1.0
66_178_019__s48,0.0
66_189_114__s48,0.0
66_189_142__s48,0.0
66_189_186__s48,0.0
66_189_187__s48,0.0
66_190_032__s48,0.0
66_190_043__s48,0.0
66_190_070__s48,0.0
25_105_021__s48,0.0
25_105_184__s48,0.0
25_106_025__s48,0.0
25_106_035__s48,0.0
25_106_142__s48,1.0
25_106_166__s48,0.0
25_117_054__s48,1.0
25_117_084__s48,1.0
25_117_098__s48,0.0
25_117_145__s48,0.0
25_118_066__s48,0.0
25_118_096__s48,0.0
25_129_021__s48,0.0
25_129_024__s48,0.0
25_130_021__s48,0.0
25_130_071__s48,0.0
25_130_087__s48,0.0
25_130_097__s48,0.0
25_130_104__s48,0.0
25_130_106__s48,0.0
25_130_107__s48,0.0
25_130_142__s48,0.0
25_130_177__s48,0.0
25_141_060__s48,0.0
25_141_089__s48,0.0
25_141_098__s48,0.0
25_142_020__s48,0.0
25_142_050__s48,1.0
25_142_086__s48,0.0
25_153_063__s48,0.0
25_153_082__s48,1.0
25_153_171__s48,0.0
25_154_003__s48,0.0
25_154_087__s48,0.0
25_165_031__s48,0.0
25_165_038__s48,0.0
25_165_150__s48,0.0
25_165_178__s48,0.0
25_166_010__s48,0.0
25_166_063__s48,0.0
25_166_077__s48,0.0
25_166_158__s48,0.0
25_178_063__s48,0.0
25_178_120__s48,0.0
25_178_127__s48,0.0
25_178_132__s48,0.0
25_178_172__s48,0.0
25_178_192__s48,0.0
25_189_152__s48,0.0
25_189_188__s48,0.0
25_190_067__s48,0.0
25_190_145__s48,1.0
25_190_183__s48,0.0
37_105_166__s48,0.0
37_106_045__s48,0.0
37_106_049__s48,0.0
37_106_056__s48,0.0
37_106_129__s48,1.0
37_106_151__s48,1.0
37_117_074__s48,0.0
37_117_134__s48,0.0
37_117_176__s48,0.0
37_118_003__s48,0.0
37_118_119__s48,0.0
37_118_176__s48,0.0
37_129_006__s48,0.0
37_129_034__s48,0.0
37_129_042__s48,0.0
37_130_077__s48,0.0
37_130_188__s48,0.0
37_141_047__s48,0.0
37_141_062__s48,0.0
37_141_072__s48,0.0
37_141_079__s48,0.0
37_141_092__s48,0.0
37_142_003__s48,0.0
37_142_040__s48,0.0
37_142_045__s48,1.0
37_142_146__s48,1.0
37_142_169__s48,0.0
37_153_008__s48,0.0
37_153_014__s48,1.0
37_153_075__s48,0.0
37_153_080__s48,0.0
37_153_145__s48,0.0
37_153_159__s48,0.0
37_153_170__s48,0.0
37_154_167__s48,0.0
37_165_052__s48,0.0
37_165_106__s48,0.0
37_165_149__s48,0.0
37_165_165__s48,0.0
37_166_091__s48,0.0
37_177_085__s48,1.0
37_178_018__s48,0.0
37_178_083__s48,0.0
37_178_099__s48,0.0
37_189_100__s48,0.0
37_190_044__s48,0.0
37_190_055__s48,0.0
37_190_153__s48,0.0
52_105_019__s48,0.0
52_105_183__s48,0.0
52_105_188__s48,0.0
52_106_070__s48,0.0
52_106_128__s48,0.0
52_106_152__s48,1.0
52_106_185__s48,0.0
52_117_134__s48,0.0
52_129_074__s48,0.0
52_141_014__s48,0.0
52_141_019__s48,0.0
52_141_177__s48,0.0
52_142_008__s48,0.0
52_142_061__s48,0.0
52_142_100__s48,0.0
52_142_118__s48,0.0
52_153_097__s48,0.0
52_154_018__s48,0.0
52_154_050__s48,0.0
52_154_102__s48,0.0
52_165_058__s48,0.0
52_165_101__s48,0.0
52_165_139__s48,0.0
52_165_177__s48,0.0
52_166_120__s48,0.0
52_166_143__s48,0.0
52_177_009__s48,0.0
52_177_098__s48,0.0
52_177_107__s48,0.0
52_177_129__s48,1.0
52_177_138__s48,0.0
52_178_144__s48,0.0
52_178_149__s48,0.0
52_189_005__s48,0.0
52_189_006__s48,0.0
52_189_017__s48,0.0
52_189_128__s48,0.0
52_189_159__s48,0.0
52_189_173__s48,0.0
52_190_007__s48,0.0
52_190_060__s48,1.0
52_190_126__s48,0.0
52_190_140__s48,0.0
52_190_143__s48,0.0
85_105_019__s48,0.0
85_105_188__s48,0.0
85_106_009__s48,0.0
85_106_017__s48,0.0
85_106_064__s48,0.0
85_117_023__s48,0.0
85_117_124__s48,0.0
85_117_131__s48,0.0
85_117_187__s48,0.0
85_118_008__s48,0.0
85_118_027__s48,0.0
85_118_075__s48,0.0
85_129_068__s48,0.0
85_129_071__s48,0.0
85_129_151__s48,0.0
85_129_155__s48,0.0
85_130_007__s48,0.0
85_130_049__s48,0.0
85_130_113__s48,0.0
85_130_126__s48,0.0
85_130_189__s48,0.0
85_141_002__s48,0.0
85_141_122__s48,0.0
85_142_061__s48,0.0
85_142_080__s48,0.0
85_142_086__s48,0.0
85_153_157__s48,0.0
85_154_050__s48,0.0
85_154_094__s48,0.0
85_154_155__s48,0.0
85_154_187__s48,0.0
85_165_026__s48,0.0
85_165_059__s48,0.0
85_165_066__s48,0.0
85_165_080__s48,0.0
85_165_118__s48,0.0
85_165_131__s48,0.0
85_165_162__s48,0.0
85_166_055__s48,0.0
85_166_094__s48,0.0
85_166_101__s48,0.0
85_177_046__s48,0.0
85_177_048__s48,1.0
85_177_053__s48,1.0
85_178_023__s48,0.0
85_178_097__s48,0.0
85_178_179__s48,0.0
85_189_053__s48,0.0
85_189_073__s48,0.0
85_189_089__s48,0.0
85_190_005__s48,1.0
85_190_009__s48,0.0
85_190_039__s48,0.0
85_190_155__s48,0.0
42_105_003__s48,0.0
42_105_045__s48,0.0
42_106_049__s48,1.0
42_106_060__s48,0.0
42_106_084__s48,0.0
42_106_149__s48,0.0
42_106_176__s48,0.0
42_117_134__s48,1.0
42_118_019__s48,0.0
42_118_114__s48,0.0
42_118_153__s48,0.0
42_129_095__s48,0.0
42_129_111__s48,0.0
42_130_105__s48,0.0
42_141_093__s48,0.0
42_141_170__s48,0.0
42_142_009__s48,0.0
42_153_078__s48,0.0
42_153_086__s48,0.0
42_154_005__s48,0.0
42_154_006__s48,0.0
42_154_052__s48,0.0
42_177_041__s48,0.0
42_177_057__s48,1.0
42_177_102__s48,1.0
42_177_125__s48,0.0
42_177_137__s48,0.0
42_178_087__s48,0.0
42_178_090__s48,0.0
42_189_004__s48,0.0
42_189_091__s48,0.0
42_190_017__s48,0.0
42_190_020__s48,1.0
42_190_073__s48,0.0
42_190_108__s48,0.0
43_105_130__s48,0.0
43_105_165__s48,0.0
43_106_088__s48,1.0
43_117_020__s48,0.0
43_117_056__s48,0.0
43_117_138__s48,0.0
43_129_027__s48,0.0
43_129_177__s48,0.0
43_129_182__s48,0.0
43_130_019__s48,0.0
43_130_059__s48,0.0
43_130_094__s48,0.0
43_130_100__s48,0.0
43_130_120__s48,0.0
43_130_171__s48,0.0
43_130_187__s48,0.0
43_141_121__s48,0.0
43_142_034__s48,0.0
43_153_106__s48,1.0
43_153_187__s48,0.0
43_154_016__s48,0.0
43_154_112__s48,0.0
43_154_184__s48,0.0
43_165_039__s48,0.0
43_165_154__s48,0.0
43_165_183__s48,0.0
43_165_188__s48,0.0
43_166_139__s48,0.0
43_177_055__s48,0.0
43_178_006__s48,0.0
43_178_082__s48,0.0
43_189_077__s48,0.0
43_189_089__s48,0.0
43_189_109__s48,0.0
43_189_151__s48,0.0
43_189_177__s48,0.0
13_105_104__s48,0.0
13_105_164__s48,0.0
13_106_044__s48,0.0
13_106_092__s48,0.0
13_106_140__s48,0.0
13_117_007__s48,0.0
13_117_069__s48,0.0
13_117_074__s48,0.0
13_117_089__s48,0.0
13_117_095__s48,0.0
13_117_108__s48,0.0
13_117_137__s48,0.0
13_117_158__s48,1.0
13_117_179__s48,0.0
13_118_029__s48,0.0
13_118_036__s48,0.0
13_118_098__s48,0.0
13_118_103__s48,0.0
13_118_157__s48,0.0
13_118_173__s48,0.0
13_129_076__s48,0.0
13_130_126__s48,1.0
13_130_162__s48,0.0
13_130_165__s48,0.0
13_141_079__s48,0.0
13_141_088__s48,0.0
13_141_156__s48,0.0
13_141_165__s48,0.0
13_142_131__s48,0.0
13_142_143__s48,0.0
13_153_049__s48,0.0
13_153_110__s48,0.0
13_153_113__s48,0.0
13_153_127__s48,0.0
13_153_157__s48,0.0
13_153_171__s48,0.0
13_154_058__s48,0.0
13_154_063__s48,0.0
13_154_071__s48,0.0
13_154_114__s48,0.0
13_154_122__s48,0.0
13_154_145__s48,0.0
13_154_153__s48,0.0
13_165_044__s48,0.0
13_165_053__s48,0.0
13_165_061__s48,0.0
13_165_067__s48,0.0
13_165_068__s48,0.0
13_165_155__s48,0.0
13_165_188__s48,0.0
13_166_110__s48,0.0
13_166_131__s48,0.0
13_177_025__s48,0.0
13_177_042__s48,1.0
13_177_067__s48,0.0
13_177_132__s48,0.0
13_178_156__s48,0.0
13_189_009__s48,0.0
13_189_127__s48,0.0
13_189_131__s48,0.0
13_190_030__s48,0.0
13_190_059__s48,0.0
13_190_164__s48,0.0
13_190_185__s48,0.0
19_105_011__s48,0.0
19_105_105__s48,0.0
19_105_132__s48,1.0
19_106_035__s48,0.0
19_106_061__s48,0.0
19_106_070__s48,0.0
19_106_105__s48,1.0
19_117_003__s48,0.0
19_117_133__s48,0.0
19_117_149__s48,0.0
19_117_176__s48,0.0
19_118_011__s48,0.0
19_118_016__s48,0.0
19_118_030__s48,0.0
19_118_062__s48,0.0
19_118_063__s48,0.0
19_118_082__s48,0.0
19_118_139__s48,0.0
19_118_153__s48,0.0
19_129_058__s48,0.0
19_129_069__s48,0.0
19_129_160__s48,0.0
19_130_004__s48,0.0
19_130_158__s48,0.0
19_141_040__s48,0.0
19_141_063__s48,0.0
19_141_090__s48,0.0
19_142_093__s48,0.0
19_153_019__s48,0.0
19_153_031__s48,0.0
19_153_112__s48,0.0
19_153_118__s48,0.0
19_153_174__s48,0.0
19_154_042__s48,0.0
19_165_031__s48,0.0
19_165_095__s48,0.0
19_165_149__s48,0.0
19_166_003__s48,0.0
19_166_011__s48,0.0
19_166_126__s48,0.0
19_177_004__s48,1.0
19_177_019__s48,0.0
19_177_035__s48,0.0
19_177_113__s48,1.0
19_177_138__s48,0.0
19_177_143__s48,0.0
19_178_003__s48,0.0
19_178_046__s48,0.0
19_178_096__s48,0.0
19_178_135__s48,0.0
19_178_158__s48,1.0
19_178_175__s48,0.0
19_189_108__s48,0.0
19_189_177__s48,0.0
19_190_016__s48,0.0
19_190_141__s48,0.0
68_105_026__s48,0.0
68_105_029__s48,0.0
68_105_030__s48,0.0
68_105_081__s48,0.0
68_105_144__s48,0.0
68_106_080__s48,1.0
68_106_096__s48,1.0
68_106_103__s48,0.0
68_117_036__s48,0.0
68_117_056__s48,1.0
68_117_071__s48,0.0
68_117_081__s48,0.0
68_117_082__s48,0.0
68_117_093__s48,0.0
68_118_105__s48,0.0
68_129_132__s48,0.0
68_129_163__s48,0.0
68_130_018__s48,0.0
68_130_075__s48,1.0
68_130_076__s48,0.0
68_130_084__s48,1.0
68_130_155__s48,0.0
68_130_170__s48,0.0
68_130_180__s48,0.0
68_141_097__s48,0.0
68_141_145__s48,0.0
68_141_151__s48,0.0
68_141_165__s48,1.0
68_142_062__s48,0.0
68_142_068__s48,0.0
68_142_135__s48,1.0
68_153_055__s48,0.0
68_153_070__s48,0.0
68_153_107__s48,0.0
68_153_151__s48,1.0
68_153_183__s48,0.0
68_154_099__s48,0.0
68_154_170__s48,0.0
68_154_172__s48,0.0
68_165_045__s48,0.0
68_165_049__s48,0.0
68_165_172__s48,0.0
68_166_008__s48,0.0
68_166_017__s48,0.0
68_166_062__s48,0.0
68_166_065__s48,0.0
68_166_090__s48,0.0
68_166_187__s48,0.0
68_166_190__s48,0.0
68_177_050__s48,0.0
68_177_060__s48,0.0
68_177_155__s48,0.0
68_178_105__s48,0.0
68_178_113__s48,0.0
68_178_172__s48,0.0
68_189_120__s48,0.0
68_189_135__s48,0.0
68_190_017__s48,1.0
68_190_026__s48,0.0
68_190_065__s48,0.0
68_190_092__s48,0.0
57_105_010__s48,0.0
57_105_161__s48,0.0
57_105_168__s48,0.0
57_105_185__s48,0.0
57_106_102__s48,0.0
57_106_114__s48,0.0
57_106_149__s48,1.0
57_106_166__s48,0.0
57_117_161__s48,0.0
57_117_177__s48,0.0
57_118_077__s48,0.0
57_129_111__s48,0.0
57_129_114__s48,0.0
57_130_067__s48,0.0
57_141_046__s48,0.0
57_141_063__s48,0.0
57_141_127__s48,0.0
57_142_089__s48,0.0
